xt,yt,xb,yb,state
-0.2809928315691389,0.29091039148572562,-0.28591034877795218,0.29368199718429733,F
-0.37046992347072338,0.29450574789914818,-0.2928884382294864,0.37386648866641747,NF
-0.39716574253265091,0.37473869064368892,-0.37573366271058228,0.46592811889874064,NF
-0.38765393080010035,0.35330250995383994,-0.59125118154154332,0.38563243495949651,F
-0.35242612576929722,0.4237639554754784,-0.6130610556546332,0.41821708732541341,F
-0.4577692175000686,0.41479090921711259,-0.47600689041123434,0.47288883682139526,NF
-0.4269513418989217,0.4342064110353151,-0.48208282646809453,0.27125818899592458,NF
-0.41021161671864548,0.44068674525966267,-0.18209509949812208,0.47521839864793303,F
-0.39889016327874616,0.43975427512242615,-0.25065314522890236,0.49450416564926014,F
-0.44652753299817849,0.37502913466319487,0.52729284501041196,0.7313506961801326,F
-0.45557642485993344,0.34386491868114222,-0.11203819078474098,0.6148656023574397,F
-0.27604771100974768,0.48655552782498301,-0.059499067544900308,0.56522106781556669,F
-0.46041479060756751,0.29339888371775125,-0.54458413234616365,0.076552148314553925,NF
-0.41827084281776283,0.31763835293936771,-0.62414891193576039,-0.39588947249343565,NF
-0.37132946819059454,0.24175780371769551,0.23426653106569484,0.57379046682565626,F
-0.20805958862144525,0.3790549546399018,-0.1068218909619244,0.27710135868696695,NF
-0.34699467889554003,0.069280225826248265,0.19131054805493553,0.25677939724305987,F
-0.010505234287664811,0.30014903710429952,-0.038069616383330729,-0.034481015694215467,NF
-0.28198876818351026,-0.026698152955515031,0.23041347457413774,0.1347413676091701,F
0.035889928497250478,0.27212179810998216,0.37260057022331416,0.11922283929881106,F
-0.15813503720249211,-0.038291261547532596,0.013645390792867085,-0.099951198159005772,F
-0.16260705720188906,-0.15143720217062606,0.67763358909813309,0.20631021762151258,F
0.21979051188332765,0.17154439000831434,-0.10926516716006718,-0.14237021532961558,F
-0.14272760899240955,-0.14648704401642809,-0.10974309894022072,-0.10074428706688732,NF
-0.11232008881096256,-0.10153211010364593,0.31884870800117615,0.23709156122054087,F
0.043244177497571368,0.0669152816230556,0.17803985267214473,0.14565265147472206,F
-0.042634192440595964,0.011180000644517629,0.28950946373085062,0.22029537713150837,F
-0.019828877253772137,0.019457636002276235,-0.08374905528832699,0.023868226539588089,F
-0.069594480783421009,0.065219442976343522,-0.1122246475813421,0.23260704162079149,NF
-0.10179794909532747,0.15373310373987537,-0.33944223044535027,-0.082439053523544192,F
-0.15373310373987537,0.10179794909532747,-0.18749893320146283,0.17196814228086699,NF
-0.140420934037911,0.14855947498032929,-0.32400855123683481,0.06036391239646488,F
-0.12665006781134647,0.17334779144120782,0.01190070868091464,0.183287241134512,F
-0.15191180513927793,0.13782378235384474,-0.079172039356393609,0.046957240553716306,NF
-0.094780263393250519,0.091230631536684315,0.03519726448994831,-0.04089202272857051,NF
-0.11409068451951021,0.018089202000565963,0.23410998988993992,-0.18097790790522605,F
-0.11409068451951021,0.018089202000565963,0.23460757990967007,-0.25976404348146587,F
-0.06758824156165999,-0.0085430712758784999,0.19943386956966225,-0.23978597319669936,F
-0.0059861149465760821,0.031630242028807487,0.19817841536923364,-0.1001314040849568,F
0.034466806463006261,0.045660794507503599,0.0138934328748479,-0.12728624293275681,NF
0.07012786520837766,0.016085562114417362,0.14716969615144615,0.050752816480753471,F
0.040747828281853415,-0.050907749483295683,-0.060371233644498368,-0.10059809113892593,F
-0.030250960831913365,-0.022090295199391097,-0.11437356853512604,0.16696398153937442,NF
-0.053132052956519127,0.06894501354605731,-0.14380316830576922,0.054780025558239243,F
-0.08719666604317855,0.13358174225749131,-0.16364907347518021,0.18466483547649226,F
-0.049047988195328851,0.11206232175889286,-0.2461256849825223,0.1840462258129697,F
-0.092350734244672217,0.074007188510139321,0.21458275724487619,0.35219484988914551,F
-0.014602271106970544,0.1273428631880017,-0.080850446577294011,0.18602875714528166,F
-0.1725364614285948,0.052416905042832695,-0.26385114095861928,0.12525429488612583,F
-0.15198134208640079,0.15357373662581786,-0.44453037737805834,0.070406810224116434,F
-0.18824135014936416,0.40354307391334765,-0.15290069377885074,0.58995258013912455,NF
-0.42731627903408953,0.21772449142526207,0.053746683368986137,0.6410481371464698,F
-0.21772449142526207,0.42731627903408953,-0.74420296720009982,-0.027357653845362595,F
-0.42843729215030757,0.19511367882016672,0.38449228149190806,0.65356307408774628,F
-0.42843729215030757,0.19511367882016672,0.59033592965528658,0.61216061687345702,F
-0.1417286982169853,0.42582391532365527,-0.67176972768740273,-0.31457566132671588,NF
-0.38222343289981486,0.23187583444947402,-0.20911220984396239,0.42888312678485607,NF
-0.21776633470581686,0.45902134761167723,-0.22525424976479358,0.4883852495077492,NF
-0.45216783226729174,0.24352108967671271,-0.26430531716571337,0.30639507584126946,F
-0.351814731529277,0.31149955965203069,-0.4295939617849448,0.015457478591302309,NF
-0.25294583200298404,0.34503374716076718,-0.31632485756746009,0.13902934790999344,NF
-0.20861698704417486,0.34439375737360212,-0.36220278440878584,0.11170634855201922,NF
-0.18559593994312973,0.34979322878214003,-0.21854178115663281,0.20766674129405105,NF
-0.32343215570338046,0.086009320896321184,-0.18266212746678157,0.21441712981749084,F
-0.033981737255033506,0.32180684842443508,-0.2599680578884449,-0.15395914555234524,NF
-0.29699558854042019,0.053417373446127181,-0.10941961983489612,0.24094724448252858,F
-0.10221607772329722,0.2367071018055561,-0.10966547147348948,0.11843921476868591,NF
-0.16780968811837382,0.11088567961465612,-0.07049287039248664,0.11856537018226376,F
-0.049272077096574884,0.069864524312746035,-0.042611152506476735,-0.066035195926330337,NF
0.00069693223608235932,0.013085682225667639,0.07651356296904499,-0.071325792833174084,NF
0.056074411463584939,-0.050867719298150815,0.18858240579764263,-0.16083646062316403,F
0.11415901898605085,-0.12339918631169811,0.2441959573951844,-0.27126785938309972,NF
0.13550426517955128,-0.16393426482309037,0.32247328230080252,-0.21558060298132187,F
0.24910817244905026,-0.099516383972458655,0.2660148977600898,-0.2588918110958911,NF
0.14572686236040289,-0.23339770978234098,0.17415714967785356,-0.17365835830341392,NF
0.054777607246130344,-0.1479264088360146,0.069666233272102751,-0.076737188547237434,NF
0.11864897719102263,-0.11522475583447167,-0.026293706221932278,0.0026530457680189468,F
0.088001365777744978,-0.031259863415637801,0.023249600780365753,0.019510203353719668,F
0.047895550528599173,-0.058645864783837265,-0.2290684585850723,-0.16034159562044858,F
-0.10063214398047093,0.18715332678092711,0.0062647588274908905,0.2713697759866136,F
-0.13204409734537681,0.15896797876616942,-0.20305423386495525,0.17824667867467159,F
-0.15061286679180241,0.17824267341086952,-0.13820775947936093,0.24438062326720189,NF
-0.21209777891366666,0.11780896889205683,-0.17804047341796048,0.18596652361283039,NF
-0.2018779676183351,0.11236529819952945,-0.19120873027087337,0.23629874006266915,NF
-0.11236529819952945,0.2018779676183351,-0.089385464725932562,0.28074379894383517,NF
0.10929837874059278,0.24044111965352155,-0.010272617168098463,0.29056284177777869,F
-0.24262600071524465,-0.040509737485557862,-0.14591822285643263,0.14964865721880027,NF
0.0061680501759799888,0.24210124614828044,-0.24256224042479713,-0.19851715728869168,NF
-0.27620957497418663,-0.028234335816089029,-0.11666200598598753,0.19784206549878436,NF
-0.1070220734246804,0.15155049964721878,0.12483355612560376,0.34738266835253184,F
-0.089591434611519305,0.17514123012109895,0.10562928353791401,0.40841609299318815,NF
-0.11096602635593866,0.17888611332641358,-0.17343716686385491,0.14143227670771186,F
-0.11096602635593866,0.17888611332641358,-0.45277246731583942,-0.23831423673926455,NF
-0.24401852897933962,0.068847387433368268,0.34210850459791708,0.47760136035188028,F
-0.33110365745103887,0.026340608805398014,0.2365828518924542,0.5680865524169012,F
-0.043125507813512653,0.28844834930362961,-0.55601384650863406,-0.34049603050084287,NF
-0.021980081724830569,0.33667255994348233,-0.61000909500371248,-0.26081029040682346,NF
0.0080008446938584221,0.39517520474203616,-0.46951832220739509,-0.70469981885401012,NF
-0.022207114159212393,0.37425071981685232,-0.51296662466301379,-0.40253663339957257,NF
0.014819591738039373,0.41395081733952754,-0.46587285934073808,-0.15570356999262747,NF
-0.41467696783722929,-0.014893397155624433,-0.17264689278437262,0.13886203770466199,F
-0.39856521736155126,-0.024210960797436121,0.057130072404286913,0.27849059281011102,F
-0.35344938559280692,-0.007316148743322648,0.011685839806935272,0.27543024413171713,F
0.007316148743322648,0.35344938559280692,0.36450120735846681,0.36809655704317878,F
-0.31975288863976492,-0.044471795752938137,-0.35098475234641924,-0.33028772760295655,NF
0.113758365906238,0.32476556882746987,0.13830062917860775,0.21977197193906273,NF
0.18182330404641012,0.26650656482388468,0.11490686654991022,0.16300065124156649,NF
-0.22898994451333354,-0.17297060901598438,0.17700759096467289,0.020966144334239933,F
-0.17914211158765758,-0.23377262546081545,0.22690401407581984,-0.072821173437872311,F
-0.20005378064813106,-0.30273284837659542,0.17304136818060023,-0.26525453634031093,F
0.27833826176881638,0.048270173504720737,0.28999607797410487,-0.13086995743587204,NF
-0.060192244244922755,-0.3000058097026479,0.2587643112936342,-0.053724726532557332,F
-0.068845882795723901,-0.31704740387399943,0.090191105680740735,-0.16622527013640132,F
0.32849687227651403,0.059345009027094164,0.10896484974275622,0.099591683441038414,F
0.43472540872585008,0.12660819628579578,-0.19906354114826097,-0.36476147179099727,F
0.52728233173223926,0.19013647839810233,0.089774992701298295,0.19738772538344651,F
-0.19013647839810233,-0.52728233173223926,0.39876579137838508,0.28056887871276015,NF
-0.19798881132371682,-0.49946162047602849,-0.094429177797714092,0.14447511431525994,NF
0.49946162047602849,0.19798881132371682,-0.32066687649079428,-0.061182533773861403,F
-0.23051106934262611,-0.45137662983101201,-0.025603008523441662,0.24500718498063012,NF
0.45137662983101201,0.23051106934262611,-0.33280436122217094,-0.10473493703220171,F
-0.23051106934262611,-0.45137662983101201,-0.22991098732291448,-0.14578953563654062,NF
0.45137662983101201,0.23051106934262611,-0.15939152717026139,0.13805113924457035,F
0.38703075923521713,0.25112724826020327,0.13164757347864264,0.28154062217050901,F
-0.25793908731760828,-0.33638157543403691,-0.25726976811939251,0.0050084282124392976,NF
-0.25793908731760828,-0.33638157543403691,-0.029133767185598791,0.22239061736556986,NF
0.34720636171442343,0.33195746950246974,-0.006934658677649197,0.38779883863442521,F
0.37567828424125116,0.34040040681557537,0.48304342798110844,0.42230731271540278,F
0.50992561000995718,0.35092930549426904,0.09635256871461606,0.56884363179057251,F
0.49177351330287378,0.35785280700076139,-0.023216896333195458,0.38037482899508224,F
0.41919945936544001,0.38025383051809236,0.20291243916942192,0.49910857818849508,F
0.46894696949229209,0.38480870325574823,0.2342779434529878,0.4808040870835153,F
0.32848624321810527,0.39670359703815494,-0.44696707444874617,-0.14534994366112564,F
-0.41550611431063145,-0.3810434812278285,-0.39344755651252328,-0.17217823100509078,NF
0.32292779341492373,0.40818490099176929,-0.36985463355309112,-0.72307569515678738,NF
0.26243763278290411,0.29626492614843303,0.10580459314891777,0.21084656257790257,F
-0.078173019444489955,-0.18849361263619202,0.22786195802959686,-0.13618869301137271,F
0.12072083572799541,-0.26608003348306175,0.51974790066592247,-0.19977334143372905,F
0.11693041046714292,-0.40232758970135718,0.38959165576315158,-0.42033974960421272,F
0.40232758970135718,-0.11693041046714292,0.57669235942517627,-0.78299954639672187,NF
0.44578659103090645,-0.16836199780706163,0.5719930915814373,-0.70299439812404785,NF
0.38291004823358588,-0.22201369071880128,0.40299919825404773,-0.29290615933611419,NF
0.20377906049550565,-0.41154732133883964,0.41591989316256939,-0.21107270463304073,F
0.18039969289311908,-0.41525100226836709,0.76964827404278902,-0.42502884887146175,F
0.24786103594231745,-0.40831176044277595,0.23066160443381767,-0.35624907431907404,NF
0.29402087430631352,-0.47122295955583193,0.12794494757531116,-0.31478944532993869,F
0.40890041826152901,-0.26400995043649522,0.13123436420450374,-0.25340573054744375,F
0.3318420299913436,-0.25397563372082854,0.56384908428400782,-0.28539176138177269,F
0.31987327226412132,-0.26969859239794314,0.15075803318364955,-0.21520029627306481,F
0.24299448222469966,-0.20609091408192137,0.139052732423526,-0.17468694698577925,F
0.18446669332842069,-0.2344047615973619,0.11326758415708449,-0.15616986622069096,NF
0.23677686624861294,-0.22961543420269259,0.05374689314803005,-0.15730891017978976,F
0.23677686624861294,-0.22961543420269259,0.52147562888833043,-0.21051920777942246,F
0.11833156769464281,-0.21697243160588964,0.17576494276800281,-0.21218453079964728,F
0.15534208574255226,-0.15775969479106777,0.063750658357035306,-0.15881631103507399,F
0.10991018416423248,-0.21385844925547648,0.54426345771204687,0.34145449536491124,NF
0.26625765779401167,-0.020570574165163391,-0.32241625663639573,-0.4364777944013285,F
0.042197753688167916,-0.24794762014349092,0.35787051531385861,0.27404401074650808,NF
0.26699119408463323,0.0093127526516172399,0.22481022739284495,0.11278149277530536,NF
-0.032203511741149549,-0.22849768181728169,-0.049602493432229222,-0.26916734942132714,NF
0.21156991208427711,0.014632870155539268,0.16453308460607285,-0.063177635970614654,NF
0.22198677443838255,0.0029393212770815191,0.18888532295513216,-0.10284104493634261,NF
-0.0029393212770815191,-0.22198677443838255,0.26303632379338282,-0.15751637181218903,F
0.052580554465338825,-0.21123508026288862,0.15614221633387992,-0.1550232560448952,F
0.20333994451219306,-0.15486618287246667,0.1745615412549415,-0.17873936668207824,F
0.14832839365033235,-0.23369479678603833,0.12612162409022987,-0.21029066315449407,NF
0.20493222877023265,-0.18435418933138292,0.33507278385833317,-0.39897926211863211,NF
0.21336379748650325,-0.20880127803922632,0.14632174294581524,-0.31546072301624428,NF
0.2321232741165562,-0.23595541005395448,0.31450068286859767,-0.15130227221681469,NF
0.27785023641452367,-0.2227156515732891,0.1725973227809019,-0.27760669676312566,F
0.21497276938697163,-0.26966318562710212,0.21874407286022368,-0.25273116525023065,NF
0.24721895871774358,-0.24681959917652629,0.15173457722503247,-0.14160978610860142,NF
0.17433317014518268,-0.24003050199145304,0.11012135486364771,-0.045069823549367838,NF
0.19586389245902347,-0.20224854435017203,0.10928158748189465,0.07851231717709406,NF
0.16886461929992813,-0.27682791731090139,0.23373212536944576,0.092072496670513648,NF
0.12482422696851447,-0.14183636493318375,-0.069014450230212576,-0.022277558829894906,F
0.11758073511407185,-0.15561186561617824,-0.18893714252643545,-0.16483953280011665,F
0.15162840468382033,0.031198728457242697,-0.13893477643605268,0.010299339021212939,F
-0.073663324386663231,-0.17256074283709744,0.11730112403175474,0.31368849531693554,NF
-0.042299268516302502,-0.051657503933861371,-0.24187978818889289,-0.10626189393285657,F
0.053052331085564397,0.096908613749596251,-0.074698452806373994,0.14596701494678488,F
0.071574288299253164,0.049706436531760878,0.21664137341382395,0.20919808259585082,NF
-0.19248640289148577,-0.10231725152773152,-0.24020689218207925,-0.44907302452649844,NF
-0.16832245163472104,-0.11068484400368761,-0.099338118743341197,-0.46493919452989618,NF
-0.074039905382069393,-0.093794679012741522,0.3395900829807208,-0.19779421241300876,F
0.049559802508783335,-0.15819973508811636,0.14268229240778196,-0.1731360394528787,F
0.14755174758251122,-0.093579824148216861,0.45810175079092108,-0.17652994325693561,F
0.16785289716591589,-0.1198839118099051,0.1765959999058111,-0.20323134872509829,NF
0.1729086207703967,-0.13181526550335887,0.19054726856351656,-0.1742607606654305,NF
0.13181526550335887,-0.1729086207703967,0.16533193705463023,-0.15712565958582791,F
0.18863254580582489,-0.15903503986552181,0.14111593340135298,-0.10228787966568764,NF
0.093908491157418394,-0.1686983492715648,0.319759925238426,0.037135152566315721,F
0.065453197673150276,-0.20960988488962928,-0.17697150407431095,-0.11836531262016936,F
-0.10679562698695422,-0.15511204819858548,-0.24389527193190441,0.015985470069987961,NF
-0.26697794590693302,-0.12272630152921682,-0.10291603665824633,0.2383655891222185,NF
-0.252869341568279,-0.049989685273818196,-0.14270383833540623,0.26368450131928733,NF
-0.28301860462459982,-0.055328323743361052,-0.38482709995829378,-0.16804845038848315,NF
-0.25766736011628633,0.00073723606696762811,-0.34568450510667659,-0.41614669955810468,NF
-0.15795353123358868,0.030632782637233902,0.45772974031953084,0.20249539783871806,F
-0.041249640825126832,0.11335790441272109,0.039918733395626793,0.1292199448055894,F
-0.012153672234547885,0.16489353404651919,0.13384366228621669,0.14203128880614513,F
-0.085005517314181711,0.21683374672393407,0.064908895961645285,0.252563790391932,F
-0.13711458634876139,0.22166236031440578,-0.28994770160531291,0.38115745519004995,NF
-0.18702750772959542,0.30484662389843187,-0.54644055551196824,0.27501383716816286,F
-0.34517808499447389,0.28359509968829455,-0.42411879389611828,0.43084861800085328,NF
-0.34517808499447389,0.28359509968829455,-0.53433374861831018,0.38640707668743379,F
-0.36250252340126399,0.3406134051754498,-0.32452301663908045,0.56250634930539134,NF
-0.36250252340126399,0.3406134051754498,-0.31722387522393602,0.53829143561500148,NF
-0.30637473350885303,0.35920554345920952,-0.52456252121259628,0.28135080294360859,F
-0.29144972436242522,0.35813654801749628,-0.14034248124410698,0.44140924305010731,F
-0.35386252127506768,0.25127470714393829,-0.30319398094443062,0.3733176726074513,NF
-0.24554814436373384,0.30013246458801768,-0.26304845334643379,0.27885962090932725,NF
-0.22966680965166963,0.27546586766781778,-0.42661139572994977,-0.26959434585655062,NF
-0.22243707475617003,0.21589082899710277,-0.20724815485996961,0.10786455256155114,NF
-0.24544575232429833,0.1663964248855454,-0.16381281263665337,0.1104920344003002,F
-0.16546895740781586,0.23443601053134488,-0.17594061389903604,0.12052119445382004,NF
-0.18963840993585457,0.14890548982907592,-0.1469698008620639,0.10334538961266004,NF
-0.10193530961741215,0.18885305596558011,-0.16718116754094758,0.16388497676961544,F
-0.18683311347257203,0.10355575539488426,-0.20484449766306323,0.20010190316669185,NF
-0.12884444644250725,0.17265290626235508,-0.20209021538773808,0.25877560182389536,NF
-0.17602163516550173,0.17196220359537939,-0.20420313725946238,0.25436033612884645,NF
-0.22264928838997033,0.21334617126154587,-0.23108702905891831,0.2264053712389541,NF
-0.22264928838997033,0.21334617126154587,-0.30492793891935599,0.22385762876383675,F
-0.2236725596342507,0.19511584390766812,-0.25358485404219122,0.42364367027301086,NF
-0.12257595476237237,0.24588261240265341,0.23639324097357917,0.46563290582996131,F
-0.27649404894162799,0.14303760256296838,-0.46716122343188815,0.20123662207682291,F
-0.28973707232004342,0.31994500845114349,-0.25974922336455086,0.48745733166586369,NF
-0.24497004796025168,0.30715894031578217,-0.44894841585147149,0.29746397806517366,F
-0.39529601028671779,0.16891275770958281,-0.30984196021168375,0.46667871232580282,NF
-0.17518169531788697,0.46409648721217089,-0.32774416522451544,0.365825617765698,F
-0.50908655213400744,0.15254169226623848,-0.41942893600881126,0.17124299572937141,F
-0.44392431168834001,0.24456731580641211,-0.22304181356941255,0.12732799105596448,F
-0.21338777597667968,0.32352225075769159,0.016337384523143372,0.10220003014963164,F
-0.179455066196895,0.26196064498262284,-0.01659094537662964,0.078337139185710281,NF
-0.09301377009930889,0.16725412767496084,-0.016785446854850838,-0.034918340354473498,NF
-0.040116805747737461,0.042420708167280718,0.25299715135166068,0.053147465531701799,F
-0.044401648734391896,-0.094004384612130565,0.030406612632759344,-0.0038400900973456498,NF
0.30901659199225517,0.12830344786209247,-0.050556555777315437,-0.015864550102646646,F
-0.13432766513805861,-0.28319312809802,0.014958186342179713,0.02072998463293263,NF
-0.11592390879311487,-0.1561573042203579,-0.042815984942756402,-0.0027872590345565662,NF
-0.13494696385199245,-0.16378357628348872,-0.038123830267916325,0.069923659579703812,NF
-0.15686771467486393,-0.20609883153876729,-0.10297703670622294,0.021848364947475107,NF
0.11578153743003705,0.16166839417341627,-0.13785165855917203,0.11437823050658391,F
0.12705422344046169,0.18537433576317097,-0.18828947763802628,0.084164846153437223,F
-0.1625054888591414,-0.071390662731187549,-0.1248018016127368,0.14180592550443405,NF
-0.1198032502664268,0.04419589576739158,-0.12053109412957708,-0.0052814362359938638,NF
-0.13493515165229597,0.020863391130587106,0.023136291615697635,0.032499076349000511,F
-0.12662027118934105,0.076033581442900511,0.1006578254022088,-0.02316927421704662,F
-0.12662027118934105,0.076033581442900511,-0.064354970028873804,-0.28401614150762433,NF
0.051748745728736223,0.075175800902451018,0.052632054659025096,-0.11902928555600445,NF
0.051748745728736223,0.075175800902451018,-0.057433059090764793,-0.16991658466872339,NF
-0.069735753783582877,-0.04874576378491513,0.3894470715723457,0.17358485071798901,F
-0.10103364227117162,0.024897999184008479,-0.08484830502758367,-0.15449506153906767,NF
-0.13912012542339569,0.064282956101916922,-0.10214470610142801,0.14947749003512889,NF
-0.13870177475077416,0.11805500698981453,0.044137616821070536,0.19244707778065273,F
-0.12179420596327872,0.087590758494270449,0.074140022538409456,0.25457649558933793,F
-0.11935483766138921,0.16467849967789328,-0.15791578930771766,0.1537168136294601,F
-0.15894708801447721,0.12750522076590698,-0.1099149221324548,0.37990021639760685,NF
-0.17240862851498784,0.079409836752194263,-0.3610701016620409,0.14367923012770423,F
-0.25143197083352486,-0.019531367718637949,-0.41620914525827069,0.19379002600571649,NF
0.019531367718637949,0.25143197083352486,-0.053422209360392103,0.46906913913146997,NF
-0.043298733957259139,0.25579230200226388,-0.29006312708992277,0.24057177454943579,F
-0.200147094307212,0.14208980614470246,-0.53434024946183234,0.11385788426033949,F
-0.200147094307212,0.14208980614470246,-0.43129506222491654,-0.080088058411353469,F
-0.1008761941764853,0.25556023564259611,-0.23489399863351623,0.29466671003704581,F
-0.10239559304937118,0.29367385941538626,-0.31541056236077991,0.044594648423877614,NF
-0.27164083626254321,0.080307929587101756,-0.18812635527887656,0.15862670544496826,F
-0.26740624672356528,0.081770799672147287,-0.12411273597895733,0.20209785419400861,F
-0.2780864506238816,0.05016769448353009,-0.10167553996685053,0.22085994487839145,F
-0.27836294485157864,0.048514287912569287,-0.14160955784287477,0.18858621868601011,NF
-0.1385926636339665,0.17250585574438726,-0.19715608331162016,0.15756232480402022,F
-0.11212056278688665,0.24427896553919615,-0.021069643467084065,0.39978129942764273,NF
-0.13695474752012615,0.26363578646747921,-0.30222562875223391,0.16899798516694431,F
-0.3051909860768689,0.1129531033771719,-0.0082073368796158341,0.55595756038336019,NF
-0.093623139397167154,0.37491779894579336,-0.092712925544968239,0.44311624359849777,NF
-0.38732594099392681,0.088122818391350832,-0.42055831604586891,0.1262196336433814,NF
-0.38492938803003274,0.095422152205209776,-0.027795314840439733,0.48924117398420353,NF
-0.15716237372302011,0.30790748639334908,-0.36203159786557115,0.067036635721792304,NF
-0.22002605654642304,0.26199850305980199,-0.26558812088609174,0.18965906928296905,NF
-0.21037374698497646,0.24071324197967392,-0.1643138623207856,0.25189148397764727,F
-0.21037374698497646,0.24071324197967392,-0.22568548787711296,0.20039156294791161,NF
-0.22759184942317623,0.18853078580078919,-0.18515365859020161,0.22063349149879052,F
-0.19600726864629869,0.19468729038129851,-0.31662938399672524,0.26348955420476894,F
-0.21394611924288209,0.2326698561215258,-0.22993149843914895,0.4598100419463621,NF
-0.3092323491796799,0.30631913039037117,-0.50613770776319966,0.23328383073952441,F
-0.36484494406678825,0.30242440989731689,-0.43236443824878801,0.39970445863805326,NF
-0.36644133904619003,0.36966467708036399,-0.51855846059013622,0.36076374665247479,F
-0.50789191055547056,0.22289162674023155,-0.34377834925203343,0.62377914632454345,NF
-0.50789191055547056,0.22289162674023155,-0.38917371644339949,0.58786819913526034,NF
-0.51158363183131539,0.19878183444191511,-0.52401262819385197,0.45206881772561802,NF
-0.23749195520987609,0.55731360337092539,-0.58187082475993934,0.42135644701590846,F
-0.5633347584775068,0.21151691581437837,-0.54209385222243234,0.42903620372981877,NF
-0.59848898250217353,0.098658487750303725,-0.37412804068802064,0.57889305370632671,NF
-0.60144650994693383,0.13826570061126076,-0.44795094781828693,0.48032762531789841,NF
-0.077836877231297619,0.60310080347004136,-0.49637503450466502,0.31646557025498001,F
